,location,total_sqft,bath,price,bhk
510,Anekal,656.0,2.0,22.0,2
511,Anekal,620.0,2.0,22.0,2
512,Anekal,1500.0,4.0,99.0,3
513,Anekal,600.0,1.0,16.5,1
514,Anekal,1733.5,3.0,120.0,3
515,Anekal,400.0,1.0,11.5,1
516,Anekal,456.0,1.0,15.0,1
517,Anekal,614.0,1.0,28.0,2
518,Anekal,420.0,1.0,12.5,1
519,Anekal,766.0,2.0,28.0,2
520,Anekal,2400.0,4.0,95.0,3
521,Anekal,888.0,2.0,34.0,2
522,Anekal,1150.0,3.0,45.0,3
523,Anjanapura,950.0,2.0,40.0,2
524,Anjanapura,1280.0,2.0,45.0,3
525,Anjanapura,950.0,2.0,30.0,2
526,Anjanapura,1076.0,2.0,30.13,2
527,Anjanapura,950.0,2.0,32.0,2
528,Anjanapura,1070.0,2.0,39.0,2
529,Anjanapura,1500.0,3.0,121.0,3
530,Anjanapura,1070.0,2.0,37.0,2
531,Anjanapura,1200.0,3.0,165.0,3
532,Anjanapura,710.0,2.0,25.0,2
533,Anjanapura,600.0,2.0,55.0,1
534,Anjanapura,1843.0,3.0,87.54,3
535,Anjanapura,1500.0,3.0,139.0,3
536,Ardendale,1777.26,3.0,92.0,3
537,Ardendale,1224.0,2.0,70.0,2
538,Ardendale,2062.0,3.0,150.0,4
539,Ardendale,2062.0,3.0,140.0,4
540,Ardendale,1100.0,2.0,43.25,2
541,Ardendale,3198.0,4.0,200.0,4
542,Ardendale,1777.26,3.0,105.0,3
543,Ardendale,1650.0,3.0,82.0,3
544,Ardendale,1750.0,3.0,100.0,3
545,Ardendale,1723.0,3.0,95.0,3
546,Ardendale,2422.0,4.0,160.0,4
547,Ardendale,1224.0,2.0,67.0,2
548,Ardendale,4355.0,3.0,350.0,5
549,Ardendale,1100.0,2.0,48.0,2
550,Ardendale,3198.0,4.0,250.0,4
551,Ardendale,1650.0,3.0,82.0,3
552,Ardendale,2062.0,3.0,140.0,4
553,Ardendale,2500.0,3.0,250.0,3
554,Ardendale,1728.0,3.0,95.0,3
555,Ardendale,1750.0,3.0,100.0,3
556,Ardendale,1777.26,3.0,89.0,3
557,Ardendale,1732.46,3.0,92.0,3
558,Ardendale,3200.0,4.0,205.0,4
559,Arekere,1240.0,2.0,60.0,2
560,Arekere,900.0,2.0,50.0,2
561,Arekere,1740.0,2.0,95.0,3
562,Arekere,1445.0,2.0,125.0,3
563,Arekere,2060.0,3.0,150.0,3
564,Arekere,600.0,1.0,28.0,1
565,Arekere,2060.0,3.0,140.0,3
566,Arekere,2072.0,3.0,108.0,3
567,Arekere,900.0,2.0,44.5,2
568,Arekere,1222.0,2.0,45.0,2
569,Arekere,1100.0,2.0,55.0,2
570,Arekere,2400.0,3.0,180.0,3
571,Arekere,1190.0,2.0,55.0,2
572,Arekere,920.0,2.0,40.0,2
573,Attibele,3640.0,4.0,275.0,4
574,Attibele,400.0,1.0,10.0,1
575,Attibele,1200.0,3.0,105.0,3
576,Attibele,418.0,1.0,12.0,1
577,Attibele,2400.0,3.0,120.0,3
578,Attibele,2400.0,2.0,250.0,4
579,Attibele,400.0,1.0,14.0,1
580,Attibele,1350.0,3.0,85.0,3
581,Attibele,400.0,1.0,11.0,1
582,Attibele,1700.0,3.0,65.0,3
583,Attibele,418.0,2.0,11.5,1
584,Attibele,782.0,1.0,19.55,1
585,Attibele,450.0,1.0,12.5,1
586,Attibele,656.0,2.0,25.0,2
587,Attibele,400.0,1.0,10.25,1
588,Attibele,1000.0,2.0,42.0,2
589,Attibele,520.0,1.0,15.0,1
590,Attibele,450.0,1.0,11.0,1
591,Attibele,1500.0,3.0,90.0,3
592,Attibele,420.0,1.0,17.0,1
593,Attibele,1200.0,2.0,42.0,2
594,Attibele,656.0,2.0,25.0,2
595,Attibele,400.0,1.0,11.5,1
596,Attibele,656.0,2.0,25.0,2
597,Attibele,500.0,1.0,17.0,1
598,Attibele,410.0,1.0,10.0,1
599,Attibele,1000.0,3.0,90.0,3
600,Attibele,400.0,1.0,12.0,1
601,Attibele,850.0,1.0,25.0,2
602,Attibele,460.0,1.0,13.0,1
603,Attibele,1200.0,3.0,110.0,3
604,Attibele,550.0,1.0,11.5,1
605,Attibele,395.0,1.0,10.25,1
606,Attibele,695.0,1.0,25.0,2
607,BEML Layout,2400.0,4.0,225.0,5
608,BEML Layout,1194.0,2.0,65.0,2
609,BEML Layout,999.0,2.0,45.0,2
610,BEML Layout,1194.0,2.0,65.0,2
611,BEML Layout,1200.0,2.0,67.0,2
612,BEML Layout,1060.0,2.0,55.0,2
613,BEML Layout,2400.0,2.0,228.0,2
614,BEML Layout,1200.0,5.0,325.0,3
615,BTM 2nd Stage,1274.0,2.0,70.0,2
616,BTM 2nd Stage,1000.0,2.0,58.0,2
617,BTM 2nd Stage,1500.0,2.0,450.0,4
618,BTM 2nd Stage,2400.0,3.0,400.0,4
619,BTM 2nd Stage,1200.0,2.0,35.0,2
620,BTM 2nd Stage,1070.0,2.0,48.0,2
621,BTM 2nd Stage,965.0,2.0,56.0,2
622,BTM 2nd Stage,800.0,2.0,175.0,2
623,BTM 2nd Stage,2400.0,2.0,360.0,3
624,BTM 2nd Stage,1265.0,2.0,55.0,2
625,BTM 2nd Stage,1147.0,2.0,75.0,2
626,BTM 2nd Stage,2500.0,3.0,345.0,3
627,BTM 2nd Stage,1260.0,5.0,185.0,3
628,BTM 2nd Stage,1280.0,2.0,80.0,2
629,BTM 2nd Stage,1100.0,2.0,70.0,2
630,BTM 2nd Stage,1400.0,2.0,90.0,2
631,BTM 2nd Stage,1750.0,3.0,172.0,3
632,BTM 2nd Stage,2780.0,4.0,325.0,3
633,BTM 2nd Stage,2200.0,3.0,220.0,3
634,BTM 2nd Stage,1200.0,2.0,80.0,2
635,BTM 2nd Stage,2990.0,5.0,416.0,5
636,BTM 2nd Stage,930.0,2.0,46.0,2
637,BTM 2nd Stage,1200.0,2.0,70.0,2
638,BTM 2nd Stage,950.0,2.0,52.0,2
639,BTM 2nd Stage,1850.0,3.0,170.0,3
640,BTM 2nd Stage,1100.0,2.0,47.0,2
641,BTM Layout,1540.0,2.0,78.0,3
642,BTM Layout,3300.0,6.0,165.0,6
643,BTM Layout,450.0,1.0,20.0,1
644,BTM Layout,2400.0,3.0,220.0,3
645,BTM Layout,1470.0,2.0,99.0,3
646,BTM Layout,1150.0,2.0,63.0,2
647,BTM Layout,1300.0,2.0,75.0,3
648,BTM Layout,1020.0,2.0,46.5,2
649,BTM Layout,3000.0,3.0,338.0,3
650,BTM Layout,1450.0,2.0,81.0,3
651,BTM Layout,1776.0,2.0,75.0,3
652,BTM Layout,1196.0,2.0,56.81,2
653,BTM Layout,1600.0,3.0,112.0,3
654,BTM Layout,1458.0,3.0,79.0,3
655,BTM Layout,935.0,2.0,51.5,2
656,Babusapalaya,1500.0,2.0,57.0,2
657,Babusapalaya,1105.0,2.0,40.0,2
658,Babusapalaya,1061.0,2.0,34.0,2
659,Babusapalaya,1245.0,2.0,58.0,2
660,Babusapalaya,1200.0,2.0,105.0,2
661,Babusapalaya,1141.0,2.0,45.9,2
662,Babusapalaya,1084.0,2.0,58.0,2
663,Babusapalaya,1141.0,2.0,46.0,2
664,Babusapalaya,1050.0,2.0,45.0,2
665,Babusapalaya,1410.0,2.0,65.0,3
666,Babusapalaya,1100.0,2.0,38.0,2
667,Babusapalaya,1061.0,2.0,33.84,2
668,Babusapalaya,1305.0,2.0,70.0,2
669,Babusapalaya,1675.0,3.0,75.0,3
670,Babusapalaya,1450.0,2.0,55.99,2
671,Babusapalaya,1061.0,2.0,38.95,2
672,Badavala Nagar,1842.0,3.0,115.0,3
673,Badavala Nagar,1842.0,3.0,115.0,3
674,Badavala Nagar,1842.0,3.0,115.0,3
675,Badavala Nagar,1274.0,2.0,81.0,2
676,Badavala Nagar,1274.0,2.0,90.0,2
677,Badavala Nagar,1494.0,2.0,94.55,3
678,Badavala Nagar,1274.0,2.0,81.0,2
679,Badavala Nagar,1494.0,2.0,94.55,3
680,Badavala Nagar,1145.0,2.0,57.0,2
681,Badavala Nagar,1274.0,2.0,90.0,2
682,Badavala Nagar,1842.0,3.0,115.0,3
683,Badavala Nagar,1494.0,2.0,94.55,3
684,Balagere,1012.0,2.0,65.0,2
685,Balagere,656.0,1.0,38.77,1
686,Balagere,645.0,1.0,34.18,1
687,Balagere,1007.0,2.0,65.0,2
688,Balagere,645.0,1.0,41.0,1
689,Balagere,645.0,1.0,39.0,1
690,Balagere,1020.07,2.0,68.38,2
691,Balagere,656.0,1.0,53.0,1
692,Balagere,1007.0,2.0,75.0,2
693,Balagere,645.0,1.0,55.0,1
694,Balagere,790.5,1.0,42.295,1
695,Balagere,1007.0,2.0,68.0,2
696,Balagere,1205.0,2.0,79.0,2
697,Balagere,1012.0,2.0,68.0,2
698,Balagere,1210.0,2.0,82.0,2
699,Balagere,1205.47,2.0,81.0,2
700,Balagere,1205.0,2.0,78.5,2
701,Balagere,675.0,1.0,45.0,1
702,Balagere,656.0,1.0,34.77,1
703,Balagere,1007.0,2.0,67.0,2
704,Balagere,1012.0,2.0,64.0,2
705,Balagere,1007.0,2.0,66.0,2
706,Balagere,1210.0,2.0,80.9,2
707,Balagere,661.0,1.0,33.0,1
708,Balagere,1210.0,2.0,83.0,2
709,Balagere,1012.0,2.0,75.0,2
710,Balagere,790.5,1.0,41.9,1
711,Balagere,1012.0,2.0,70.0,2
712,Balagere,656.0,1.0,43.0,1
713,Banashankari,1310.0,2.0,80.43,2
714,Banashankari,1105.0,2.0,90.0,2
715,Banashankari,1390.0,2.0,86.0,2
716,Banashankari,1330.0,2.0,77.0,2
717,Banashankari,1000.0,2.0,50.0,2
718,Banashankari,1430.0,2.0,87.8,2
719,Banashankari,1186.0,2.0,65.0,2
720,Banashankari,1650.0,3.0,101.0,3
721,Banashankari,1020.0,2.0,42.83,2
722,Banashankari,1460.0,2.0,70.0,2
723,Banashankari,1900.0,2.0,170.0,3
724,Banashankari,1350.0,2.0,83.0,3
725,Banashankari,2400.0,2.0,460.0,2
726,Banashankari,1100.0,2.0,63.0,2
727,Banashankari,1650.0,3.0,101.0,3
728,Banashankari,1300.0,2.0,75.0,3
729,Banashankari,1181.0,2.0,75.0,2
730,Banashankari,1450.0,2.0,50.75,2
731,Banashankari,1200.0,2.0,60.0,2
732,Banashankari,1886.0,3.0,205.0,3
733,Banashankari,1077.0,2.0,37.64,2
734,Banashankari,1800.0,3.0,125.0,3
735,Banashankari,1600.0,2.0,63.98,2
736,Banashankari,1170.0,2.0,46.79,2
737,Banashankari,1195.0,2.0,35.84,2
738,Banashankari,1650.0,3.0,90.75,3
739,Banashankari,1260.0,2.0,75.0,2
740,Banashankari,1185.0,2.0,67.0,2
741,Banashankari,1700.0,3.0,125.0,3
742,Banashankari,1260.0,2.0,75.0,2
743,Banashankari,1310.0,2.0,80.0,2
744,Banashankari,1200.0,3.0,74.52,3
745,Banashankari,2400.0,3.0,370.0,4
746,Banashankari,1470.0,2.0,88.64,3
747,Banashankari,1683.0,3.0,115.0,3
748,Banashankari,1770.0,3.0,108.0,3
749,Banashankari,1175.0,2.0,41.13,2
750,Banashankari,1400.0,2.0,78.0,3
751,Banashankari,1020.0,2.0,40.79,2
752,Banashankari,3580.0,3.0,411.0,3
753,Banashankari,720.0,1.0,60.0,1
754,Banashankari,2582.0,5.0,250.0,3
755,Banashankari,1200.0,2.0,49.0,2
756,Banashankari,2400.0,4.0,500.0,4
757,Banashankari,1330.0,2.0,78.0,2
758,Banashankari,1041.0,2.0,36.44,2
759,Banashankari,600.0,1.0,27.0,2
760,Banashankari,1800.0,3.0,115.0,3
761,Banashankari,1020.0,2.0,40.79,2
762,Banashankari,1040.0,2.0,45.0,2
763,Banashankari,1426.0,3.0,85.0,3
764,Banashankari,1290.0,2.0,80.0,2
765,Banashankari,1040.0,2.0,109.0,3
766,Banashankari,1800.0,3.0,125.0,3
767,Banashankari,1800.0,3.0,175.0,3
768,Banashankari,2400.0,1.0,200.0,1
769,Banashankari,1125.0,2.0,63.0,2
770,Banashankari,2400.0,4.0,470.0,4
771,Banashankari Stage II,2800.0,3.0,425.0,5
772,Banashankari Stage II,1500.0,2.0,650.0,4
773,Banashankari Stage II,1200.0,2.0,198.0,3
774,Banashankari Stage II,1200.0,2.0,150.0,4
775,Banashankari Stage II,1700.0,2.0,150.0,2
776,Banashankari Stage II,2400.0,2.0,300.0,3
777,Banashankari Stage II,3000.0,3.0,450.0,3
778,Banashankari Stage II,1240.0,2.0,59.52,3
779,Banashankari Stage II,1500.0,2.0,120.0,3
780,Banashankari Stage II,1400.0,2.0,100.0,2
781,Banashankari Stage II,1245.0,2.0,125.0,2
782,Banashankari Stage II,1260.0,2.0,95.0,3
783,Banashankari Stage II,2400.0,3.0,510.0,5
784,Banashankari Stage II,1250.0,2.0,110.0,2
785,Banashankari Stage III,1305.0,2.0,59.0,3
786,Banashankari Stage III,3000.0,6.0,150.0,6
787,Banashankari Stage III,1305.0,2.0,59.0,3
788,Banashankari Stage III,1650.0,3.0,118.0,3
789,Banashankari Stage III,1420.0,2.0,95.0,3
790,Banashankari Stage III,1200.0,2.0,42.0,2
791,Banashankari Stage III,1305.0,2.0,58.7,3
792,Banashankari Stage III,1305.0,2.0,59.0,3
793,Banashankari Stage III,1000.0,2.0,120.0,3
794,Banashankari Stage III,1350.0,2.0,68.0,3
795,Banashankari Stage III,1085.0,2.0,50.0,2
796,Banashankari Stage III,1200.0,6.0,170.0,4
797,Banashankari Stage III,1305.0,2.0,60.0,3
798,Banashankari Stage III,1500.0,2.0,100.0,3
799,Banashankari Stage III,910.0,2.0,160.0,2
800,Banashankari Stage III,2400.0,4.0,240.0,4
801,Banashankari Stage III,1350.0,1.0,145.0,1
802,Banashankari Stage III,1480.0,3.0,75.48,3
803,Banashankari Stage III,2100.0,3.0,147.0,4
804,Banashankari Stage III,1145.0,2.0,58.4,2
805,Banashankari Stage III,1304.0,2.0,111.0,2
806,Banashankari Stage V,1300.0,2.0,58.5,3
807,Banashankari Stage V,1630.0,3.0,51.35,3
808,Banashankari Stage V,1510.0,3.0,47.57,3
809,Banashankari Stage V,1540.0,3.0,48.51,3
810,Banashankari Stage V,1650.0,3.0,51.98,3
811,Banashankari Stage V,1315.0,2.0,49.0,3
812,Banashankari Stage V,1510.0,3.0,47.57,3
813,Banashankari Stage V,1035.0,2.0,35.77,2
814,Banashankari Stage V,1355.0,2.0,61.0,3
815,Banashankari Stage V,1305.0,2.0,49.0,3
816,Banashankari Stage V,920.0,2.0,41.5,2
817,Banashankari Stage V,1200.0,4.0,240.0,3
818,Banashankari Stage VI,1180.0,2.0,59.47,2
819,Banashankari Stage VI,1200.0,4.0,195.0,4
820,Banashankari Stage VI,2800.0,4.0,89.0,4
821,Banashankari Stage VI,1177.5,2.0,59.935,2
822,Banashankari Stage VI,1410.5,2.0,70.385,3
823,Banashankari Stage VI,1392.0,3.0,69.46,3
824,Banashankari Stage VI,4800.0,3.0,200.0,4
825,Banashankari Stage VI,1160.0,2.0,59.0,2
826,Banashankari Stage VI,2200.0,4.0,195.0,4
827,Banashankari Stage VI,1423.0,2.0,71.73,3
828,Banashankari Stage VI,4800.0,4.0,190.0,4
829,Banaswadi,6150.0,6.0,830.0,7
830,Banaswadi,1250.0,2.0,60.0,2
831,Banaswadi,1903.0,6.0,140.0,5
832,Banaswadi,1105.0,2.0,57.0,2
833,Banaswadi,1200.0,2.0,60.0,2
834,Banaswadi,527.0,1.0,35.0,1
835,Banaswadi,1340.0,2.0,73.0,2
836,Banaswadi,1184.0,2.0,53.0,2
837,Banaswadi,870.0,2.0,38.0,2
838,Banaswadi,1145.0,2.0,55.0,2
839,Banaswadi,2250.0,5.0,240.0,5
840,Banaswadi,1222.0,2.0,80.0,2
841,Banaswadi,1008.0,2.0,52.0,2
842,Banaswadi,1365.0,2.0,73.0,2
843,Banjara Layout,1200.0,4.0,105.0,4
844,Banjara Layout,753.0,3.0,59.5,2
845,Banjara Layout,1050.0,2.0,64.8,2
846,Banjara Layout,2500.0,4.0,140.0,3
847,Banjara Layout,900.0,3.0,79.0,3
848,Banjara Layout,1200.0,2.0,70.0,2
849,Banjara Layout,1294.0,2.0,48.0,3
850,Banjara Layout,3750.0,5.0,145.0,4
851,Bannerghatta,1100.0,2.0,66.0,2
852,Bannerghatta,1665.0,3.0,110.0,3
853,Bannerghatta,1776.0,3.0,150.0,3
854,Bannerghatta,1200.0,2.0,73.2,2
855,Bannerghatta,1776.0,3.0,124.0,3
856,Bannerghatta,2611.0,3.0,239.0,3
857,Bannerghatta,1070.0,2.0,87.0,2
858,Bannerghatta,1120.0,2.0,42.5,2
859,Bannerghatta,2895.5,2.0,246.0,4
860,Bannerghatta,3012.0,6.0,268.0,4
861,Bannerghatta,3012.0,6.0,250.0,4
862,Bannerghatta,1320.0,2.0,50.0,2
863,Bannerghatta,2370.0,4.0,195.0,3
864,Bannerghatta,1113.0,2.0,70.0,2
865,Bannerghatta Road,1365.0,3.0,76.18,3
866,Bannerghatta Road,1850.0,6.0,150.0,6
867,Bannerghatta Road,595.0,1.0,31.83,1
868,Bannerghatta Road,960.0,2.0,58.0,2
869,Bannerghatta Road,1200.0,2.0,65.0,2
870,Bannerghatta Road,1275.0,2.0,73.0,2
871,Bannerghatta Road,1650.0,3.0,122.0,3
872,Bannerghatta Road,1130.0,2.0,78.0,2
873,Bannerghatta Road,1115.0,2.0,78.0,2
874,Bannerghatta Road,912.0,2.0,55.0,2
875,Bannerghatta Road,1136.0,2.0,48.0,2
876,Bannerghatta Road,1654.0,3.0,100.0,3
877,Bannerghatta Road,1500.0,4.0,239.0,3
878,Bannerghatta Road,1215.0,2.0,50.0,2
879,Bannerghatta Road,1181.0,2.0,55.0,2
880,Bannerghatta Road,1532.5,3.0,84.29,3
881,Bannerghatta Road,1200.0,2.0,75.0,2
882,Bannerghatta Road,1015.0,2.0,48.0,2
883,Bannerghatta Road,950.0,2.0,38.0,2
884,Bannerghatta Road,1240.0,2.0,65.0,2
885,Bannerghatta Road,2932.0,5.0,195.0,4
886,Bannerghatta Road,1894.0,3.0,115.0,3
887,Bannerghatta Road,1450.0,2.0,87.0,3
888,Bannerghatta Road,1465.0,2.0,76.0,3
889,Bannerghatta Road,1268.0,2.0,69.0,2
890,Bannerghatta Road,630.0,1.0,35.0,1
891,Bannerghatta Road,1486.0,3.0,83.22,3
892,Bannerghatta Road,1240.0,2.0,71.0,2
893,Bannerghatta Road,1725.0,3.0,110.0,3
894,Bannerghatta Road,1302.5,2.0,67.73,2
895,Bannerghatta Road,1215.0,2.0,68.0,2
896,Bannerghatta Road,1693.0,3.0,89.0,3
897,Bannerghatta Road,1476.0,3.0,125.0,3
898,Bannerghatta Road,1200.0,2.0,69.0,3
899,Bannerghatta Road,1280.0,2.0,60.16,2
900,Bannerghatta Road,2500.0,4.0,1400.0,5
901,Bannerghatta Road,1255.0,2.0,65.26,2
902,Bannerghatta Road,2700.0,4.0,260.0,4
903,Bannerghatta Road,1115.0,2.0,61.0,2
904,Bannerghatta Road,1750.0,3.0,130.0,3
905,Bannerghatta Road,1105.0,2.0,51.0,2
906,Bannerghatta Road,1215.0,2.0,68.0,2
907,Bannerghatta Road,1215.0,2.0,68.0,2
908,Bannerghatta Road,1220.0,2.0,80.0,2
909,Bannerghatta Road,1550.0,3.0,82.0,3
910,Bannerghatta Road,1250.0,2.0,48.0,2
911,Bannerghatta Road,1237.5,2.0,49.49,2
912,Bannerghatta Road,4723.0,4.0,500.0,4
913,Bannerghatta Road,1550.0,3.0,96.0,3
914,Bannerghatta Road,2400.0,4.0,344.0,4
915,Bannerghatta Road,500.0,1.0,18.5,1
916,Bannerghatta Road,1640.0,2.0,120.0,3
917,Bannerghatta Road,1206.0,2.0,53.0,2
918,Bannerghatta Road,1150.0,2.0,55.0,2
919,Bannerghatta Road,1000.0,2.0,44.5,2
920,Bannerghatta Road,1050.0,2.0,65.0,2
921,Bannerghatta Road,1215.0,2.0,65.0,2
922,Bannerghatta Road,1260.0,2.0,70.0,2
923,Bannerghatta Road,1170.0,2.0,66.0,3
924,Bannerghatta Road,1340.0,2.0,85.0,2
925,Bannerghatta Road,1270.0,2.0,45.0,2
926,Bannerghatta Road,1510.0,2.0,110.0,3
927,Bannerghatta Road,892.0,2.0,39.0,2
928,Bannerghatta Road,1022.0,2.0,35.0,2
929,Bannerghatta Road,1247.0,2.0,47.39,2
930,Bannerghatta Road,1400.0,2.0,78.0,2
931,Bannerghatta Road,1218.0,2.0,73.0,2
932,Bannerghatta Road,1122.5,2.0,58.935,2
933,Bannerghatta Road,1115.0,2.0,65.12,2
934,Bannerghatta Road,700.0,1.0,31.2,1
935,Bannerghatta Road,595.0,1.0,33.32,1
936,Bannerghatta Road,1450.0,2.0,78.0,3
937,Bannerghatta Road,1445.0,3.0,95.0,3
938,Bannerghatta Road,1846.0,3.0,120.0,3
939,Bannerghatta Road,1270.0,2.0,73.0,3
940,Bannerghatta Road,1885.0,3.0,125.0,3
941,Bannerghatta Road,905.0,2.0,58.0,2
942,Bannerghatta Road,1150.0,2.0,65.0,2
943,Bannerghatta Road,1000.0,2.0,50.0,2
944,Bannerghatta Road,1115.0,2.0,61.0,2
945,Bannerghatta Road,1460.0,2.0,80.0,3
946,Bannerghatta Road,1122.5,2.0,61.74,2
947,Bannerghatta Road,1200.0,2.0,78.0,2
948,Bannerghatta Road,1655.0,3.0,95.0,3
949,Bannerghatta Road,905.0,2.0,65.0,2
950,Bannerghatta Road,1520.0,2.0,80.0,3
951,Bannerghatta Road,1650.0,3.0,94.0,3
952,Bannerghatta Road,2826.0,3.0,148.0,3
953,Bannerghatta Road,1655.0,3.0,90.0,3
954,Bannerghatta Road,1012.0,2.0,45.0,2
955,Bannerghatta Road,793.0,2.0,45.0,2
956,Bannerghatta Road,1520.0,2.0,81.0,3
957,Bannerghatta Road,1893.0,3.0,100.0,3
958,Bannerghatta Road,1527.0,3.0,115.0,3
959,Bannerghatta Road,1157.0,2.0,40.0,2
960,Bannerghatta Road,1711.0,3.0,125.0,3
961,Bannerghatta Road,2400.0,4.0,180.0,4
962,Bannerghatta Road,1920.0,3.0,122.0,3
963,Bannerghatta Road,1460.0,2.0,90.0,3
964,Bannerghatta Road,1246.0,2.0,47.35,2
965,Bannerghatta Road,1160.0,2.0,45.0,2
966,Bannerghatta Road,1179.0,2.0,66.02,2
967,Bannerghatta Road,1470.0,2.0,85.0,3
968,Bannerghatta Road,1100.0,2.0,39.0,2
969,Bannerghatta Road,1532.5,3.0,79.465,3
970,Bannerghatta Road,1527.0,3.0,142.0,3
971,Bannerghatta Road,1275.0,2.0,65.0,2
972,Bannerghatta Road,970.0,2.0,57.0,2
973,Bannerghatta Road,1600.0,3.0,95.0,3
974,Bannerghatta Road,1200.0,2.0,125.0,4
975,Bannerghatta Road,1154.0,2.0,47.0,2
976,Bannerghatta Road,1640.0,3.0,105.0,3
977,Bannerghatta Road,1012.0,2.0,44.0,2
978,Basavangudi,2453.0,3.0,250.0,4
979,Basavangudi,1350.0,2.0,130.0,3
980,Basavangudi,2150.0,3.0,265.0,3
981,Basavangudi,1600.0,2.0,160.0,3
982,Basavangudi,2350.0,3.0,300.0,3
983,Basavangudi,670.0,1.0,50.0,1
984,Basavangudi,1050.0,2.0,103.0,2
985,Basavangudi,1200.0,2.0,120.0,2
986,Basavangudi,1485.0,3.0,140.0,3
987,Basavangudi,1825.0,3.0,175.0,3
988,Basavangudi,1500.0,2.0,143.0,3
989,Basavangudi,2337.0,4.0,292.0,3
990,Basavangudi,1800.0,3.0,195.0,3
991,Basavangudi,1100.0,2.0,93.0,2
992,Basavangudi,2350.0,3.0,300.0,3
993,Basavangudi,1560.0,2.0,145.0,2
994,Basavangudi,2300.0,3.0,317.0,3
995,Basavangudi,1230.0,2.0,80.0,2
996,Basavangudi,600.0,1.0,97.5,1
997,Basavangudi,1036.0,2.0,105.0,2
998,Basavangudi,1180.0,2.0,124.0,2
999,Basaveshwara Nagar,1200.0,2.0,80.0,2
1000,Basaveshwara Nagar,4500.0,5.0,415.0,5
1001,Basaveshwara Nagar,900.0,2.0,60.0,2
1002,Basaveshwara Nagar,2400.0,4.0,310.0,5
1003,Basaveshwara Nagar,1200.0,2.0,70.0,2
1004,Basaveshwara Nagar,1900.0,3.0,150.0,3
1005,Basaveshwara Nagar,1180.0,2.0,58.0,2
1006,Basaveshwara Nagar,1865.0,3.0,145.0,3
1007,Basaveshwara Nagar,1200.0,2.0,65.0,2
1008,Basaveshwara Nagar,2400.0,5.0,415.0,5
1009,Basaveshwara Nagar,2460.0,7.0,350.0,7
1010,Basaveshwara Nagar,1200.0,1.0,180.0,2
1011,Basaveshwara Nagar,2520.0,4.0,378.0,5
1012,Basaveshwara Nagar,1200.0,2.0,85.0,2
1013,Basaveshwara Nagar,1200.0,2.0,90.0,2
1014,Basaveshwara Nagar,1200.0,3.0,190.0,3
1015,Battarahalli,1779.0,3.0,90.0,3
1016,Battarahalli,1071.0,2.0,62.0,2
1017,Battarahalli,1200.0,2.0,65.0,2
1018,Battarahalli,1165.0,2.0,43.0,2
1019,Battarahalli,2024.0,3.0,103.0,3
1020,Battarahalli,1300.0,2.0,50.0,2
1021,Battarahalli,1090.0,2.0,38.37,2
1022,Battarahalli,2082.0,3.0,104.0,3
1023,Battarahalli,1945.0,3.0,97.42,3
1024,Battarahalli,1779.0,3.0,89.61,3
1025,Battarahalli,1880.0,3.0,94.36,3
1026,Battarahalli,1097.0,2.0,49.0,2
1027,Battarahalli,1636.0,2.0,82.89,2
1028,Battarahalli,600.0,1.0,47.0,1
1029,Battarahalli,1590.0,2.0,102.0,2
1030,Battarahalli,1276.0,2.0,45.0,2
1031,Battarahalli,1135.0,2.0,43.0,2
1032,Battarahalli,1777.0,3.0,100.0,3
1033,Begur,1411.0,2.0,60.0,3
1034,Begur,1443.0,2.0,70.0,3
1035,Begur,1304.0,3.0,65.0,3
1036,Begur,1200.0,2.0,33.0,2
1037,Begur,2400.0,3.0,12.0,3
1038,Begur,815.0,2.0,40.0,2
1039,Begur,1580.0,3.0,75.0,3
1040,Begur,1306.0,2.0,65.0,2
1041,Begur,1559.0,3.0,63.0,3
1042,Begur,1445.0,2.0,47.1,3
1043,Begur,1550.0,4.0,130.0,4
1044,Begur,1475.0,2.0,74.0,3
1045,Begur,1419.0,2.0,59.0,3
1046,Begur,1100.0,2.0,55.0,2
1047,Begur,3500.0,4.0,185.0,3
1048,Begur Road,1634.0,3.0,83.33,3
1049,Begur Road,1260.0,2.0,39.69,2
1050,Begur Road,1334.0,2.0,42.69,2
1051,Begur Road,2400.0,4.0,152.0,4
1052,Begur Road,1410.0,2.0,54.99,3
1053,Begur Road,1240.0,2.0,39.06,2
1054,Begur Road,1160.0,2.0,44.0,2
1055,Begur Road,1160.0,2.0,44.0,2
1056,Begur Road,1170.0,2.0,46.0,2
1057,Begur Road,1200.0,2.0,46.8,2
1058,Begur Road,2462.0,6.0,150.0,4
1059,Begur Road,1160.0,2.0,36.54,2
1060,Begur Road,1100.0,2.0,71.42,2
1061,Begur Road,1160.0,2.0,44.08,2
1062,Begur Road,1200.0,2.0,42.0,2
1063,Begur Road,1160.0,2.0,42.0,2
1064,Begur Road,1200.0,2.0,45.0,2
1065,Begur Road,1565.0,2.0,59.76,3
1066,Begur Road,1584.0,3.0,65.0,3
1067,Begur Road,1200.0,2.0,45.0,2
1068,Begur Road,1200.0,2.0,45.6,2
1069,Begur Road,1933.0,3.0,98.0,3
1070,Begur Road,1410.0,2.0,53.0,3
1071,Begur Road,1583.0,3.0,74.4,3
1072,Begur Road,1200.0,2.0,42.6,2
1073,Begur Road,1200.0,2.0,44.0,2
